CATEGORY_DATA
ITEM_DATA
LOG_DATA
LOG,2025-06-10 23:16:10,CATEGORY_REMOVED,Helmet,,0,
LOG,2025-06-10 23:16:10,REMOVE,Helmet,998,1,Helmet
LOG,2025-06-10 23:16:20,CATEGORY_REMOVED,Helmet,,0,
LOG,2025-06-10 23:16:20,REMOVE,Helmet,998,2,Helmet
LOG,2025-06-10 23:18:58,CATEGORY_REMOVED,Helmet,,0,
LOG,2025-06-10 23:18:58,REMOVE,Helmet,998,2,Helmet
LOWSTOCK,2025-06-10 23:19:11,SET,1,5,
LOG,2025-06-10 23:19:18,CATEGORY_REMOVED,Helmet,,0,
LOG,2025-06-10 23:32:42,CATEGORY_REMOVED,Helmet,,0,
LOWSTOCK_DATA
LOWSTOCK,2025-06-10 23:32:42,SET,1,,
